species_enc,antibiotic_enc,isolation_source_enc,mic_value,multi_drug_count,gram_stain_enc,resistance,species,antibiotic,isolation_source
4710,8,0,1.0,3,1,0,S5499 Escherichia coli,Co-trimoxazole,Clinical Sample
4712,8,0,1.0,1,0,0,S5500 Morganella morganii,Co-trimoxazole,Clinical Sample
4713,8,0,1.0,1,1,0,S5501 Escherichia coli,Co-trimoxazole,Clinical Sample
4714,8,0,1.0,2,1,0,S5502 Escherichia coli,Co-trimoxazole,Clinical Sample
4715,8,0,1.0,0,1,0,S5503 Proteus mirabilis,Co-trimoxazole,Clinical Sample
4716,8,0,1.0,4,0,1,S5504 E. coli,Co-trimoxazole,Clinical Sample
4717,8,0,1.0,1,1,1,S5505 Enterobacteria spp.,Co-trimoxazole,Clinical Sample
4718,8,0,1.0,4,1,1,S5506 Escherichia coli,Co-trimoxazole,Clinical Sample
4719,8,0,1.0,1,0,0,S5507 Proeus mirabilis,Co-trimoxazole,Clinical Sample
4720,8,0,1.0,3,1,0,S5508 Escherichia coli,Co-trimoxazole,Clinical Sample
4721,8,0,1.0,3,1,0,S5509 Escherichia coli,Co-trimoxazole,Clinical Sample
4723,8,0,1.0,6,1,0,S5510 Escherichia coli,Co-trimoxazole,Clinical Sample
4724,8,0,1.0,3,1,0,S5511 Escherichia coli,Co-trimoxazole,Clinical Sample
4725,8,0,1.0,2,1,0,S5512 Escherichia coli,Co-trimoxazole,Clinical Sample
4726,8,0,1.0,3,1,0,S5513 Escherichia coli,Co-trimoxazole,Clinical Sample
4727,8,0,1.0,2,1,0,S5514 Escherichia coli,Co-trimoxazole,Clinical Sample
4728,8,0,1.0,5,1,1,S5515 Escherichia coli,Co-trimoxazole,Clinical Sample
4729,8,0,1.0,2,1,0,S5516 Escherichia coli,Co-trimoxazole,Clinical Sample
4730,8,0,1.0,1,1,0,S5517 Citrobacter spp.,Co-trimoxazole,Clinical Sample
4731,8,0,1.0,5,0,0,S5518 E.cli,Co-trimoxazole,Clinical Sample
4732,8,0,1.0,2,0,0,S5519 E. coli,Co-trimoxazole,Clinical Sample
4734,8,0,1.0,2,1,0,S5520 Enterobacteria spp.,Co-trimoxazole,Clinical Sample
4735,8,0,1.0,3,1,0,S5521 Escherichia coli,Co-trimoxazole,Clinical Sample
4736,8,0,1.0,2,1,0,S5522 Proteus mirabilis,Co-trimoxazole,Clinical Sample
4737,8,0,1.0,3,1,0,S5523 Escherichia coli,Co-trimoxazole,Clinical Sample
4738,8,0,1.0,4,0,0,S5524 E.cli,Co-trimoxazole,Clinical Sample
4739,8,0,1.0,3,1,0,S5525 Escherichia coli,Co-trimoxazole,Clinical Sample
4740,8,0,1.0,1,1,0,S5526 Enterobacteria spp.,Co-trimoxazole,Clinical Sample
4741,8,0,1.0,1,1,0,S5527 Enterobacteria spp.,Co-trimoxazole,Clinical Sample
4742,8,0,1.0,3,1,0,S5528 Escherichia coli,Co-trimoxazole,Clinical Sample
4743,8,0,1.0,4,1,0,S5529 Escherichia coli,Co-trimoxazole,Clinical Sample
4744,8,0,1.0,0,1,0,S5530 Pseudomonas aeruginosa,Co-trimoxazole,Clinical Sample
4745,8,0,1.0,3,1,0,S5531 Escherichia coli,Co-trimoxazole,Clinical Sample
4746,8,0,1.0,2,1,0,S5532 Escherichia coli,Co-trimoxazole,Clinical Sample
4747,8,0,1.0,1,1,0,S5533 Serratia marcescens,Co-trimoxazole,Clinical Sample
4748,8,0,1.0,0,1,0,S5534 Proteus mirabilis,Co-trimoxazole,Clinical Sample
4749,8,0,1.0,3,1,1,S5535 Escherichia coli,Co-trimoxazole,Clinical Sample
4750,8,0,1.0,2,1,0,S5536 Klebsiella pneumoniae,Co-trimoxazole,Clinical Sample
4751,8,0,1.0,1,1,0,S5537 Citrobacter spp.,Co-trimoxazole,Clinical Sample
4752,8,0,1.0,3,1,0,S5538 Escherichia coli,Co-trimoxazole,Clinical Sample
4753,8,0,1.0,1,0,0,S5539 E. coli,Co-trimoxazole,Clinical Sample
4755,8,0,1.0,4,0,1,S5540 E.cli,Co-trimoxazole,Clinical Sample
4756,8,0,1.0,1,1,0,S5541 Pseudomonas aeruginosa,Co-trimoxazole,Clinical Sample
4757,8,0,1.0,1,0,0,S5542 Enteobacteria spp.,Co-trimoxazole,Clinical Sample
4758,8,0,1.0,4,1,0,S5543 Escherichia coli,Co-trimoxazole,Clinical Sample
4759,8,0,1.0,1,1,0,S5544 Citrobacter spp.,Co-trimoxazole,Clinical Sample
4760,8,0,1.0,4,0,1,S5545 E. coli,Co-trimoxazole,Clinical Sample
4761,8,0,1.0,1,1,0,S5546 Escherichia coli,Co-trimoxazole,Clinical Sample
4762,8,0,1.0,5,1,1,S5547 Escherichia coli,Co-trimoxazole,Clinical Sample
4763,8,0,1.0,2,1,0,S5548 Escherichia coli,Co-trimoxazole,Clinical Sample
4764,8,0,1.0,1,1,0,S5549 Citrobacter spp.,Co-trimoxazole,Clinical Sample
4766,8,0,1.0,4,1,0,S5550 Escherichia coli,Co-trimoxazole,Clinical Sample
4767,8,0,1.0,3,1,0,S5551 Klebsiella pneumoniae,Co-trimoxazole,Clinical Sample
4768,8,0,1.0,3,0,0,S5553 E. coli,Co-trimoxazole,Clinical Sample
4769,8,0,1.0,3,1,0,S5554 Pseudomonas aeruginosa,Co-trimoxazole,Clinical Sample
4770,8,0,1.0,8,0,1,S5555 E.coi,Co-trimoxazole,Clinical Sample
4771,8,0,1.0,3,1,1,S5557 Escherichia coli,Co-trimoxazole,Clinical Sample
4772,8,0,1.0,2,1,0,S5558 Citrobacter spp.,Co-trimoxazole,Clinical Sample
4774,8,0,1.0,4,1,1,S5560 Escherichia coli,Co-trimoxazole,Clinical Sample
4775,8,0,1.0,3,1,0,S5561 Escherichia coli,Co-trimoxazole,Clinical Sample
4776,8,0,1.0,1,1,0,S5563 Klebsiella pneumoniae,Co-trimoxazole,Clinical Sample
4777,8,0,1.0,4,1,0,S5564 Escherichia coli,Co-trimoxazole,Clinical Sample
4778,8,0,1.0,4,1,0,S5565 Escherichia coli,Co-trimoxazole,Clinical Sample
4779,8,0,1.0,4,1,0,S5567 Escherichia coli,Co-trimoxazole,Clinical Sample
4780,8,0,1.0,2,0,0,S5568 Morganella morganii,Co-trimoxazole,Clinical Sample
4781,8,0,1.0,3,1,0,S5569 Escherichia coli,Co-trimoxazole,Clinical Sample
4783,8,0,1.0,2,1,1,S5570 Acinetobacter baumannii,Co-trimoxazole,Clinical Sample
4784,8,0,1.0,3,1,0,S5571 Escherichia coli,Co-trimoxazole,Clinical Sample
4785,8,0,1.0,3,1,0,S5572 Escherichia coli,Co-trimoxazole,Clinical Sample
4786,8,0,1.0,0,1,0,S5573 Citrobacter spp.,Co-trimoxazole,Clinical Sample
4787,8,0,1.0,3,1,0,S5574 Escherichia coli,Co-trimoxazole,Clinical Sample
4788,8,0,1.0,2,0,0,S5575 Proeus mirabilis,Co-trimoxazole,Clinical Sample
4789,8,0,1.0,1,1,0,S5576 Acinetobacter baumannii,Co-trimoxazole,Clinical Sample
4790,8,0,1.0,3,1,0,S5577 Escherichia coli,Co-trimoxazole,Clinical Sample
4791,8,0,1.0,2,1,0,S5578 Escherichia coli,Co-trimoxazole,Clinical Sample
4792,8,0,1.0,2,1,0,S5579 Proteus mirabilis,Co-trimoxazole,Clinical Sample
4794,8,0,1.0,2,1,0,S5580 Escherichia coli,Co-trimoxazole,Clinical Sample
4795,8,0,1.0,3,1,0,S5581 Escherichia coli,Co-trimoxazole,Clinical Sample
4796,8,0,1.0,1,1,0,S5582 Escherichia coli,Co-trimoxazole,Clinical Sample
4797,8,0,1.0,1,1,0,S5583 Escherichia coli,Co-trimoxazole,Clinical Sample
4798,8,0,1.0,3,1,0,S5584 Proteus mirabilis,Co-trimoxazole,Clinical Sample
4799,8,0,1.0,3,1,0,S5585 Escherichia coli,Co-trimoxazole,Clinical Sample
4800,8,0,1.0,5,0,1,S5586 E.cli,Co-trimoxazole,Clinical Sample
4801,8,0,1.0,2,0,0,S5587 Enter.bacteria spp.,Co-trimoxazole,Clinical Sample
4802,8,0,1.0,1,0,0,S5588 E.cli,Co-trimoxazole,Clinical Sample
4804,8,0,1.0,0,1,0,S5590 Klebsiella pneumoniae,Co-trimoxazole,Clinical Sample
4805,8,0,1.0,3,0,0,S5591 E.coi,Co-trimoxazole,Clinical Sample
4806,8,0,1.0,1,1,0,S5593 Citrobacter spp.,Co-trimoxazole,Clinical Sample
4807,8,0,1.0,2,1,0,S5594 Escherichia coli,Co-trimoxazole,Clinical Sample
4808,8,0,1.0,1,1,0,S5595 Escherichia coli,Co-trimoxazole,Clinical Sample
4809,8,0,1.0,1,0,0,S5596 E.cli,Co-trimoxazole,Clinical Sample
4810,8,0,1.0,4,1,0,S5597 Escherichia coli,Co-trimoxazole,Clinical Sample
4811,8,0,1.0,2,1,0,S5598 Citrobacter spp.,Co-trimoxazole,Clinical Sample
4813,8,0,1.0,3,1,0,S5600 Escherichia coli,Co-trimoxazole,Clinical Sample
4814,8,0,1.0,2,1,0,S5601 Enterobacteria spp.,Co-trimoxazole,Clinical Sample
4815,8,0,1.0,1,1,0,S5602 Serratia marcescens,Co-trimoxazole,Clinical Sample
4816,8,0,1.0,1,1,0,S5603 Pseudomonas aeruginosa,Co-trimoxazole,Clinical Sample
4817,8,0,1.0,2,1,1,S5604 Escherichia coli,Co-trimoxazole,Clinical Sample
4818,8,0,1.0,4,1,0,S5605 Escherichia coli,Co-trimoxazole,Clinical Sample
4819,8,0,1.0,3,1,0,S5606 Escherichia coli,Co-trimoxazole,Clinical Sample
4820,8,0,1.0,1,0,0,S5607 Morganella morganii,Co-trimoxazole,Clinical Sample
4821,8,0,1.0,3,1,0,S5608 Escherichia coli,Co-trimoxazole,Clinical Sample
4822,8,0,1.0,3,0,0,S5609 E.coi,Co-trimoxazole,Clinical Sample
4824,8,0,1.0,3,0,0,S5610 E.coi,Co-trimoxazole,Clinical Sample
4825,8,0,1.0,4,0,0,S5611 E.cli,Co-trimoxazole,Clinical Sample
4826,8,0,1.0,4,1,0,S5612 Escherichia coli,Co-trimoxazole,Clinical Sample
4827,8,0,1.0,3,0,1,S5614 E.coi,Co-trimoxazole,Clinical Sample
4828,8,0,1.0,2,1,0,S5615 Escherichia coli,Co-trimoxazole,Clinical Sample
4829,8,0,1.0,3,0,0,S5616 E.cli,Co-trimoxazole,Clinical Sample
4830,8,0,1.0,5,0,0,S5617 E. coli,Co-trimoxazole,Clinical Sample
4831,8,0,1.0,3,0,0,S5618 E. coli,Co-trimoxazole,Clinical Sample
4832,8,0,1.0,8,1,0,S5619 Escherichia coli,Co-trimoxazole,Clinical Sample
4834,8,0,1.0,2,1,0,S5620 Escherichia coli,Co-trimoxazole,Clinical Sample
4835,8,0,1.0,1,1,0,S5621 Escherichia coli,Co-trimoxazole,Clinical Sample
4836,8,0,1.0,0,1,0,S5622 Escherichia coli,Co-trimoxazole,Clinical Sample
4837,8,0,1.0,3,1,0,S5623 Escherichia coli,Co-trimoxazole,Clinical Sample
4838,8,0,1.0,2,1,1,S5624 Pseudomonas aeruginosa,Co-trimoxazole,Clinical Sample
4839,8,0,1.0,0,0,0,S5625 Morganella morganii,Co-trimoxazole,Clinical Sample
4840,8,0,1.0,3,1,0,S5626 Escherichia coli,Co-trimoxazole,Clinical Sample
4841,8,0,1.0,2,1,0,S5627 Escherichia coli,Co-trimoxazole,Clinical Sample
4842,8,0,1.0,0,1,0,S5628 Serratia marcescens,Co-trimoxazole,Clinical Sample
4843,8,0,1.0,4,1,0,S5629 Escherichia coli,Co-trimoxazole,Clinical Sample
4845,8,0,1.0,1,1,0,S5630 Klebsiella pneumoniae,Co-trimoxazole,Clinical Sample
4846,8,0,1.0,0,0,0,S5631 Morganella morganii,Co-trimoxazole,Clinical Sample
4847,8,0,1.0,3,0,0,S5632 E.coi,Co-trimoxazole,Clinical Sample
4848,8,0,1.0,3,1,0,S5633 Escherichia coli,Co-trimoxazole,Clinical Sample
4849,8,0,1.0,1,1,0,S5634 Pseudomonas aeruginosa,Co-trimoxazole,Clinical Sample
4850,8,0,1.0,3,1,0,S5635 Escherichia coli,Co-trimoxazole,Clinical Sample
4851,8,0,1.0,0,0,0,S5636 E.cli,Co-trimoxazole,Clinical Sample
4852,8,0,1.0,3,1,0,S5637 Escherichia coli,Co-trimoxazole,Clinical Sample
4853,8,0,1.0,3,1,0,S5638 Escherichia coli,Co-trimoxazole,Clinical Sample
4854,8,0,1.0,1,1,0,S5639 Enterobacteria spp.,Co-trimoxazole,Clinical Sample
4856,8,0,1.0,1,1,0,S5640 Proteus mirabilis,Co-trimoxazole,Clinical Sample
4857,8,0,1.0,2,1,0,S5641 Acinetobacter baumannii,Co-trimoxazole,Clinical Sample
4858,8,0,1.0,3,1,0,S5642 Escherichia coli,Co-trimoxazole,Clinical Sample
4859,8,0,1.0,1,1,0,S5643 Escherichia coli,Co-trimoxazole,Clinical Sample
4860,8,0,1.0,3,1,0,S5644 Escherichia coli,Co-trimoxazole,Clinical Sample
4861,8,0,1.0,3,1,1,S5645 Escherichia coli,Co-trimoxazole,Clinical Sample
4862,8,0,1.0,3,1,0,S5646 Escherichia coli,Co-trimoxazole,Clinical Sample
4863,8,0,1.0,0,1,0,S5647 Pseudomonas aeruginosa,Co-trimoxazole,Clinical Sample
4864,8,0,1.0,1,1,0,S5648 Citrobacter spp.,Co-trimoxazole,Clinical Sample
4866,8,0,1.0,3,1,0,S5650 Enterobacteria spp.,Co-trimoxazole,Clinical Sample
4867,8,0,1.0,1,1,0,S5651 Escherichia coli,Co-trimoxazole,Clinical Sample
4868,8,0,1.0,3,0,0,S5652 E.cli,Co-trimoxazole,Clinical Sample
4869,8,0,1.0,1,1,0,S5653 Enterobacteria spp.,Co-trimoxazole,Clinical Sample
4870,8,0,1.0,6,1,0,S5654 Escherichia coli,Co-trimoxazole,Clinical Sample
4871,8,0,1.0,2,1,0,S5655 Acinetobacter baumannii,Co-trimoxazole,Clinical Sample
4872,8,0,1.0,1,1,0,S5656 Enterobacteria spp.,Co-trimoxazole,Clinical Sample
4873,8,0,1.0,1,0,0,S5657 E.coi,Co-trimoxazole,Clinical Sample
4874,8,0,1.0,0,1,0,S5658 Proteus mirabilis,Co-trimoxazole,Clinical Sample
4875,8,0,1.0,2,1,0,S5659 Escherichia coli,Co-trimoxazole,Clinical Sample
4877,8,0,1.0,1,0,0,S5660 E.coi,Co-trimoxazole,Clinical Sample
4878,8,0,1.0,3,1,0,S5661 Escherichia coli,Co-trimoxazole,Clinical Sample
4879,8,0,1.0,4,1,1,S5662 Escherichia coli,Co-trimoxazole,Clinical Sample
4880,8,0,1.0,7,1,0,S5663 Klebsiella pneumoniae,Co-trimoxazole,Clinical Sample
4881,8,0,1.0,2,0,0,S5664 E.coi,Co-trimoxazole,Clinical Sample
4882,8,0,1.0,0,1,0,S5665 Klebsiella pneumoniae,Co-trimoxazole,Clinical Sample
4883,8,0,1.0,2,1,0,S5666 Escherichia coli,Co-trimoxazole,Clinical Sample
4884,8,0,1.0,2,1,0,S5667 Escherichia coli,Co-trimoxazole,Clinical Sample
4885,8,0,1.0,2,1,0,S5668 Klebsiella pneumoniae,Co-trimoxazole,Clinical Sample
4886,8,0,1.0,4,1,0,S5669 Escherichia coli,Co-trimoxazole,Clinical Sample
4888,8,0,1.0,2,1,0,S5670 Escherichia coli,Co-trimoxazole,Clinical Sample
4889,8,0,1.0,0,1,0,S5672 Escherichia coli,Co-trimoxazole,Clinical Sample
4890,8,0,1.0,5,0,1,S5673 E. coli,Co-trimoxazole,Clinical Sample
4891,8,0,1.0,2,1,0,S5674 Enterobacteria spp.,Co-trimoxazole,Clinical Sample
4892,8,0,1.0,3,1,0,S5675 Escherichia coli,Co-trimoxazole,Clinical Sample
4893,8,0,1.0,3,1,0,S5676 Escherichia coli,Co-trimoxazole,Clinical Sample
4894,8,0,1.0,0,1,0,S5677 Pseudomonas aeruginosa,Co-trimoxazole,Clinical Sample
4895,8,0,1.0,4,1,0,S5678 Escherichia coli,Co-trimoxazole,Clinical Sample
4896,8,0,1.0,1,1,0,S5679 Citrobacter spp.,Co-trimoxazole,Clinical Sample
4897,8,0,1.0,3,1,0,S5680 Escherichia coli,Co-trimoxazole,Clinical Sample
4898,8,0,1.0,1,1,0,S5681 Escherichia coli,Co-trimoxazole,Clinical Sample
4899,8,0,1.0,1,1,0,S5682 Citrobacter spp.,Co-trimoxazole,Clinical Sample
4900,8,0,1.0,1,0,1,S5683 E.coi,Co-trimoxazole,Clinical Sample
4901,8,0,1.0,1,1,0,S5684 Proteus mirabilis,Co-trimoxazole,Clinical Sample
4902,8,0,1.0,3,0,0,S5685 E. coli,Co-trimoxazole,Clinical Sample
4903,8,0,1.0,4,0,0,S5686 E.cli,Co-trimoxazole,Clinical Sample
4904,8,0,1.0,6,0,1,S5687 E.coi,Co-trimoxazole,Clinical Sample
4905,8,0,1.0,3,0,1,S5688 E.cli,Co-trimoxazole,Clinical Sample
4906,8,0,1.0,1,1,0,S5689 Citrobacter spp.,Co-trimoxazole,Clinical Sample
4908,8,0,1.0,3,1,0,S5690 Escherichia coli,Co-trimoxazole,Clinical Sample
4909,8,0,1.0,2,1,0,S5691 Pseudomonas aeruginosa,Co-trimoxazole,Clinical Sample
4910,8,0,1.0,1,0,0,S5692 Morganella morganii,Co-trimoxazole,Clinical Sample
4911,8,0,1.0,1,1,0,S5694 Escherichia coli,Co-trimoxazole,Clinical Sample
4912,8,0,1.0,6,1,1,S5695 Citrobacter spp.,Co-trimoxazole,Clinical Sample
4913,8,0,1.0,3,1,0,S5696 Pseudomonas aeruginosa,Co-trimoxazole,Clinical Sample
4914,8,0,1.0,3,1,0,S5697 Escherichia coli,Co-trimoxazole,Clinical Sample
4915,8,0,1.0,1,1,1,S5698 Escherichia coli,Co-trimoxazole,Clinical Sample
4916,8,0,1.0,3,0,0,S5699 E.coi,Co-trimoxazole,Clinical Sample
4918,8,0,1.0,2,1,0,S5700 Enterobacteria spp.,Co-trimoxazole,Clinical Sample
4919,8,0,1.0,3,1,0,S5701 Escherichia coli,Co-trimoxazole,Clinical Sample
4920,8,0,1.0,2,1,1,S5702 Proteus mirabilis,Co-trimoxazole,Clinical Sample
4921,8,0,1.0,3,0,0,S5703 E. coli,Co-trimoxazole,Clinical Sample
4922,8,0,1.0,4,1,0,S5705 Escherichia coli,Co-trimoxazole,Clinical Sample
4923,8,0,1.0,1,0,0,S5707 E.cli,Co-trimoxazole,Clinical Sample
4924,8,0,1.0,2,1,1,S5708 Escherichia coli,Co-trimoxazole,Clinical Sample
4925,8,0,1.0,3,1,0,S5709 Escherichia coli,Co-trimoxazole,Clinical Sample
4927,8,0,1.0,3,1,1,S5710 Escherichia coli,Co-trimoxazole,Clinical Sample
4928,8,0,1.0,3,1,0,S5712 Pseudomonas aeruginosa,Co-trimoxazole,Clinical Sample
4929,8,0,1.0,4,0,1,S5713 E.cli,Co-trimoxazole,Clinical Sample
4930,8,0,1.0,3,1,0,S5714 Escherichia coli,Co-trimoxazole,Clinical Sample
4931,8,0,1.0,3,0,1,S5715 E. coli,Co-trimoxazole,Clinical Sample
4932,8,0,1.0,2,1,0,S5716 Acinetobacter baumannii,Co-trimoxazole,Clinical Sample
4933,8,0,1.0,2,0,1,S5717 E.cli,Co-trimoxazole,Clinical Sample
4934,8,0,1.0,3,0,0,S5718 Enteobacteria spp.,Co-trimoxazole,Clinical Sample
4935,8,0,1.0,1,0,0,S5719 Prot.eus mirabilis,Co-trimoxazole,Clinical Sample
4937,8,0,1.0,1,1,0,S5720 Enterobacteria spp.,Co-trimoxazole,Clinical Sample
4938,8,0,1.0,2,1,1,S5721 Escherichia coli,Co-trimoxazole,Clinical Sample
4939,8,0,1.0,0,1,0,S5722 Enterobacteria spp.,Co-trimoxazole,Clinical Sample
4940,8,0,1.0,1,0,0,S5723 E.cli,Co-trimoxazole,Clinical Sample
4941,8,0,1.0,0,1,0,S5724 Escherichia coli,Co-trimoxazole,Clinical Sample
4942,8,0,1.0,4,1,1,S5725 Proteus mirabilis,Co-trimoxazole,Clinical Sample
4943,8,0,1.0,3,1,0,S5726 Escherichia coli,Co-trimoxazole,Clinical Sample
4944,8,0,1.0,5,1,0,S5727 Klebsiella pneumoniae,Co-trimoxazole,Clinical Sample
4945,8,0,1.0,4,1,0,S5728 Escherichia coli,Co-trimoxazole,Clinical Sample
4946,8,0,1.0,2,0,0,S5729 Klbsiella pneumoniae,Co-trimoxazole,Clinical Sample
4948,8,0,1.0,0,1,0,S5731 Escherichia coli,Co-trimoxazole,Clinical Sample
4949,8,0,1.0,2,1,1,S5732 Escherichia coli,Co-trimoxazole,Clinical Sample
4950,8,0,1.0,0,0,0,S5733 Morganella morganii,Co-trimoxazole,Clinical Sample
4951,8,0,1.0,3,0,0,S5734 E. coli,Co-trimoxazole,Clinical Sample
4952,8,0,1.0,1,1,0,S5735 Escherichia coli,Co-trimoxazole,Clinical Sample
4953,8,0,1.0,3,0,0,S5736 E.cli,Co-trimoxazole,Clinical Sample
4954,8,0,1.0,2,1,0,S5737 Enterobacteria spp.,Co-trimoxazole,Clinical Sample
4955,8,0,1.0,4,1,0,S5738 Escherichia coli,Co-trimoxazole,Clinical Sample
4956,8,0,1.0,2,1,0,S5739 Escherichia coli,Co-trimoxazole,Clinical Sample
4958,8,0,1.0,3,1,1,S5740 Escherichia coli,Co-trimoxazole,Clinical Sample
4959,8,0,1.0,5,1,1,S5741 Escherichia coli,Co-trimoxazole,Clinical Sample
4960,8,0,1.0,3,1,0,S5742 Escherichia coli,Co-trimoxazole,Clinical Sample
4961,8,0,1.0,4,1,0,S5743 Escherichia coli,Co-trimoxazole,Clinical Sample
4962,8,0,1.0,2,1,0,S5745 Escherichia coli,Co-trimoxazole,Clinical Sample
4963,8,0,1.0,3,1,0,S5746 Escherichia coli,Co-trimoxazole,Clinical Sample
4964,8,0,1.0,2,1,0,S5747 Escherichia coli,Co-trimoxazole,Clinical Sample
4965,8,0,1.0,2,1,0,S5748 Pseudomonas aeruginosa,Co-trimoxazole,Clinical Sample
4967,8,0,1.0,3,1,0,S5750 Klebsiella pneumoniae,Co-trimoxazole,Clinical Sample
4968,8,0,1.0,2,1,0,S5751 Escherichia coli,Co-trimoxazole,Clinical Sample
4969,8,0,1.0,2,0,0,S5752 E.cli,Co-trimoxazole,Clinical Sample
4970,8,0,1.0,4,1,1,S5753 Escherichia coli,Co-trimoxazole,Clinical Sample
4971,8,0,1.0,3,1,1,S5754 Escherichia coli,Co-trimoxazole,Clinical Sample
4972,8,0,1.0,5,1,1,S5755 Escherichia coli,Co-trimoxazole,Clinical Sample
4973,8,0,1.0,0,1,0,S5756 Proteus mirabilis,Co-trimoxazole,Clinical Sample
4974,8,0,1.0,3,1,1,S5757 Citrobacter spp.,Co-trimoxazole,Clinical Sample
4975,8,0,1.0,4,1,0,S5758 Klebsiella pneumoniae,Co-trimoxazole,Clinical Sample
4976,8,0,1.0,1,1,0,S5759 Escherichia coli,Co-trimoxazole,Clinical Sample
4978,8,0,1.0,2,1,0,S5760 Enterobacteria spp.,Co-trimoxazole,Clinical Sample
4979,8,0,1.0,4,1,0,S5761 Escherichia coli,Co-trimoxazole,Clinical Sample
4980,8,0,1.0,4,1,0,S5762 Escherichia coli,Co-trimoxazole,Clinical Sample
4981,8,0,1.0,2,0,0,S5763 Protus mirabilis,Co-trimoxazole,Clinical Sample
4982,8,0,1.0,2,1,0,S5764 Escherichia coli,Co-trimoxazole,Clinical Sample
4983,8,0,1.0,2,1,0,S5765 Escherichia coli,Co-trimoxazole,Clinical Sample
4984,8,0,1.0,2,1,0,S5766 Escherichia coli,Co-trimoxazole,Clinical Sample
4985,8,0,1.0,2,1,0,S5767 Enterobacteria spp.,Co-trimoxazole,Clinical Sample
4986,8,0,1.0,2,1,1,S5768 Proteus mirabilis,Co-trimoxazole,Clinical Sample
4987,8,0,1.0,3,0,0,S5769 E.cli,Co-trimoxazole,Clinical Sample
4989,8,0,1.0,3,1,0,S5770 Klebsiella pneumoniae,Co-trimoxazole,Clinical Sample
4990,8,0,1.0,2,0,0,S5772 E.cli,Co-trimoxazole,Clinical Sample
4991,8,0,1.0,1,1,0,S5773 Proteus mirabilis,Co-trimoxazole,Clinical Sample
4992,8,0,1.0,1,0,0,S5774 Enter.bacteria spp.,Co-trimoxazole,Clinical Sample
4993,8,0,1.0,1,1,0,S5775 Acinetobacter baumannii,Co-trimoxazole,Clinical Sample
4994,8,0,1.0,4,1,1,S5776 Escherichia coli,Co-trimoxazole,Clinical Sample
4995,8,0,1.0,2,1,0,S5777 Enterobacteria spp.,Co-trimoxazole,Clinical Sample
4996,8,0,1.0,2,1,0,S5778 Enterobacteria spp.,Co-trimoxazole,Clinical Sample
4997,8,0,1.0,1,1,0,S5779 Serratia marcescens,Co-trimoxazole,Clinical Sample
4999,8,0,1.0,2,1,0,S5780 Escherichia coli,Co-trimoxazole,Clinical Sample
5000,8,0,1.0,1,0,0,S5781 Proeus mirabilis,Co-trimoxazole,Clinical Sample
5001,8,0,1.0,1,1,1,S5782 Escherichia coli,Co-trimoxazole,Clinical Sample
5002,8,0,1.0,5,1,0,S5783 Escherichia coli,Co-trimoxazole,Clinical Sample
5003,8,0,1.0,4,1,1,S5784 Escherichia coli,Co-trimoxazole,Clinical Sample
5004,8,0,1.0,7,1,0,S5785 Escherichia coli,Co-trimoxazole,Clinical Sample
5005,8,0,1.0,3,0,0,S5786 E.cli,Co-trimoxazole,Clinical Sample
5006,8,0,1.0,2,1,0,S5787 Citrobacter spp.,Co-trimoxazole,Clinical Sample
5007,8,0,1.0,2,1,1,S5788 Escherichia coli,Co-trimoxazole,Clinical Sample
5008,8,0,1.0,2,1,0,S5789 Enterobacteria spp.,Co-trimoxazole,Clinical Sample
5010,8,0,1.0,2,1,0,S5790 Escherichia coli,Co-trimoxazole,Clinical Sample
5011,8,0,1.0,0,1,0,S5791 Escherichia coli,Co-trimoxazole,Clinical Sample
5012,8,0,1.0,3,0,1,S5792 E.coi,Co-trimoxazole,Clinical Sample
5013,8,0,1.0,4,1,0,S5793 Escherichia coli,Co-trimoxazole,Clinical Sample
5014,8,0,1.0,2,1,0,S5794 Escherichia coli,Co-trimoxazole,Clinical Sample
5015,8,0,1.0,3,1,1,S5795 Escherichia coli,Co-trimoxazole,Clinical Sample
5016,8,0,1.0,3,1,0,S5796 Escherichia coli,Co-trimoxazole,Clinical Sample
5017,8,0,1.0,3,1,0,S5797 Escherichia coli,Co-trimoxazole,Clinical Sample
5018,8,0,1.0,6,0,0,S5798 E.cli,Co-trimoxazole,Clinical Sample
5019,8,0,1.0,3,1,1,S5799 Escherichia coli,Co-trimoxazole,Clinical Sample
5020,8,0,1.0,1,1,0,S5800 Escherichia coli,Co-trimoxazole,Clinical Sample
5021,8,0,1.0,1,1,0,S5801 Serratia marcescens,Co-trimoxazole,Clinical Sample
5022,8,0,1.0,8,1,0,S5802 Citrobacter spp.,Co-trimoxazole,Clinical Sample
5023,8,0,1.0,0,1,0,S5803 Proteus mirabilis,Co-trimoxazole,Clinical Sample
5024,8,0,1.0,2,1,0,S5804 Escherichia coli,Co-trimoxazole,Clinical Sample
5025,8,0,1.0,2,1,0,S5805 Proteus mirabilis,Co-trimoxazole,Clinical Sample
5026,8,0,1.0,4,1,0,S5806 Klebsiella pneumoniae,Co-trimoxazole,Clinical Sample
5027,8,0,1.0,5,0,1,S5808 E.cli,Co-trimoxazole,Clinical Sample
5028,8,0,1.0,3,1,0,S5809 Enterobacteria spp.,Co-trimoxazole,Clinical Sample
5030,8,0,1.0,3,1,0,S5810 Klebsiella pneumoniae,Co-trimoxazole,Clinical Sample
